id,key,value,type
53128466,traffic_calming,island,regular
53129444,traffic_calming,island,regular
53129446,crossing,traffic_signals,regular
53129446,highway,traffic_signals,regular
53129459,highway,traffic_signals,regular
53134982,highway,traffic_signals,regular
53145422,traffic_calming,island,regular
53145425,crossing,traffic_signals,regular
53145425,highway,traffic_signals,regular
53154566,highway,traffic_signals,regular
53154566,source,Bing,regular
53163482,crossing,traffic_signals,regular
53163482,highway,traffic_signals,regular
53166785,crossing,traffic_signals,regular
53166785,highway,traffic_signals,regular
53166793,traffic_calming,island,regular
53166796,highway,traffic_signals,regular
53168891,traffic_calming,island,regular
53168893,traffic_calming,island,regular
53168896,traffic_calming,island,regular
53168897,traffic_calming,island,regular
53168899,traffic_calming,island,regular
53168905,traffic_calming,island,regular
53168924,crossing,traffic_signals,regular
53168924,highway,traffic_signals,regular
53168932,crossing,traffic_signals,regular
53168932,highway,traffic_signals,regular
53168936,crossing,traffic_signals,regular
53168936,highway,traffic_signals,regular
53168938,highway,stop,regular
53184117,highway,traffic_signals,regular
53184118,crossing,traffic_signals,regular
53184118,highway,traffic_signals,regular
53184119,crossing,traffic_signals,regular
53184119,highway,traffic_signals,regular
53184120,crossing,traffic_signals,regular
53184120,highway,traffic_signals,regular
53184121,crossing,traffic_signals,regular
53184121,highway,traffic_signals,regular
53186034,highway,mini_roundabout,regular
53189940,crossing,traffic_signals,regular
53189940,highway,traffic_signals,regular
53189942,crossing,traffic_signals,regular
53189942,highway,traffic_signals,regular
53189944,crossing,traffic_signals,regular
53189944,highway,traffic_signals,regular
53193188,crossing,traffic_signals,regular
53193188,highway,traffic_signals,regular
53195058,traffic_calming,island,regular
53195059,traffic_calming,island,regular
53200379,crossing,traffic_signals,regular
53200379,highway,traffic_signals,regular
53200381,highway,traffic_signals,regular
53200820,traffic_calming,island,regular
53200822,traffic_calming,island,regular
53200831,crossing,traffic_signals,regular
53200831,highway,traffic_signals,regular
53200835,crossing,traffic_signals,regular
53200835,highway,traffic_signals,regular
53200836,traffic_calming,island,regular
53201187,traffic_calming,island,regular
53205958,highway,traffic_signals,regular
53205959,junction,roundabout,regular
53209417,crossing,traffic_signals,regular
53209417,highway,traffic_signals,regular
53209419,highway,stop,regular
53209761,crossing,traffic_signals,regular
53209761,highway,traffic_signals,regular
53209848,highway,traffic_signals,regular
53209849,highway,traffic_signals,regular
53209849,traffic_signals,signal,regular
53211694,highway,traffic_signals,regular
53211695,highway,traffic_signals,regular
53211698,highway,traffic_signals,regular
53213410,junction,roundabout,regular
53214121,crossing,traffic_signals,regular
53214121,highway,traffic_signals,regular
53214134,crossing,traffic_signals,regular
53214134,highway,traffic_signals,regular
53214135,traffic_calming,island,regular
53214964,traffic_calming,island,regular
53214966,traffic_calming,island,regular
53214978,traffic_calming,island,regular
53215160,traffic_calming,island,regular
53215163,traffic_calming,island,regular
53217083,highway,traffic_signals,regular
53217085,crossing,traffic_signals,regular
53217085,highway,traffic_signals,regular
53217088,highway,traffic_signals,regular
53217091,highway,traffic_signals,regular
53222982,traffic_calming,island,regular
53222984,traffic_calming,island,regular
53222999,traffic_calming,island,regular
53223115,highway,traffic_signals,regular
53223859,crossing,traffic_signals,regular
53223859,highway,traffic_signals,regular
53223860,crossing,traffic_signals,regular
53223860,highway,traffic_signals,regular
53224255,highway,stop,regular
53224617,highway,traffic_signals,regular
53227767,traffic_calming,island,regular
53227768,traffic_calming,island,regular
53239689,traffic_calming,island,regular
53246627,junction,roundabout,regular
53250534,highway,traffic_signals,regular
60408026,created_by,JOSM,regular
60408335,crossing,traffic_signals,regular
60408335,highway,traffic_signals,regular
60408336,crossing,traffic_signals,regular
60408336,highway,traffic_signals,regular
128669086,highway,stop,regular
140589330,alt_name,Pill Hill,regular
140589330,name,First Hill,regular
140589330,place,suburb,regular
196740822,created_by,JOSM,regular
246753582,created_by,JOSM,regular
246758465,highway,turning_circle,regular
246758495,created_by,JOSM,regular
246758496,created_by,JOSM,regular
246758497,created_by,JOSM,regular
246758498,created_by,JOSM,regular
246758499,created_by,JOSM,regular
246758500,created_by,JOSM,regular
246758501,created_by,JOSM,regular
246758502,created_by,JOSM,regular
246758503,created_by,JOSM,regular
246758504,created_by,JOSM,regular
246758505,created_by,JOSM,regular
335725066,bus,yes,regular
335725066,stop_id,3033,gtfs
335725066,name,Seneca St & Harvard Ave,regular
335725066,public_transport,stop_position,regular
335725066,ref,3033,regular
356549940,ele,127,regular
356549940,county_id,033,gnis
356549940,created,07/01/1994,gnis
356549940,feature_id,1534331,gnis
356549940,state_id,53,gnis
356549940,man_made,tower,regular
356549940,name,KKNW-FM (Bremerton),regular
356549991,ele,128,regular
356549991,county_id,033,gnis
356549991,created,07/01/1994,gnis
356549991,feature_id,1534382,gnis
356549991,state_id,53,gnis
356549991,man_made,tower,regular
356549991,name,KUOW-FM (Seattle),regular
356549992,ele,128,regular
356549992,county_id,033,gnis
356549992,created,07/01/1994,gnis
356549992,feature_id,1534383,gnis
356549992,state_id,53,gnis
356549992,man_made,tower,regular
356549992,name,KCMU-FM (Seattle),regular
356550033,ele,127,regular
356550033,county_id,033,gnis
356550033,created,07/01/1994,gnis
356550033,feature_id,1534424,gnis
356550033,state_id,53,gnis
356550033,man_made,tower,regular
356550033,name,KTZZ-TV (Seattle),regular
356550035,ele,128,regular
356550035,county_id,033,gnis
356550035,created,07/01/1994,gnis
356550035,feature_id,1534426,gnis
356550035,state_id,53,gnis
356550035,man_made,tower,regular
356550035,name,KCTS-TV (Seattle),regular
356550045,ele,119,regular
356550045,county_id,033,gnis
356550045,created,07/01/1994,gnis
356550045,feature_id,1534436,gnis
356550045,state_id,53,gnis
356550045,man_made,tower,regular
356550045,name,KCPQ-TV (Tacoma),regular
356550335,amenity,place_of_worship,regular
356550335,denomination,methodist,regular
356550335,ele,100,regular
356550335,county_id,033,gnis
356550335,created,07/15/2008,gnis
356550335,feature_id,2461112,gnis
356550335,state_id,53,gnis
356550335,name,Ebenezer African Methodist Episcopal Zion Church,regular
356550335,religion,christian,regular
356550372,city,Seattle,addr
356550372,housenumber,1522,addr
356550372,postcode,98122,addr
356550372,street,14th Avenue,addr
356550372,amenity,place_of_worship,regular
356550372,denomination,methodist,regular
356550372,ele,110,regular
356550372,county_id,033,gnis
356550372,created,07/15/2008,gnis
356550372,feature_id,2461149,gnis
356550372,state_id,53,gnis
356550372,name,First African Methodist Episcopal Church,regular
356550372,religion,christian,regular
356550372,source,King County GIS,regular
356550492,amenity,place_of_worship,regular
356550492,denomination,lutheran,regular
356550492,ele,100,regular
356550492,county_id,033,gnis
356550492,created,07/15/2008,gnis
356550492,feature_id,2461473,gnis
356550492,state_id,53,gnis
356550492,name,Central Lutheran Church,regular
356550492,religion,christian,regular
356550545,amenity,place_of_worship,regular
356550545,ele,102,regular
356550545,county_id,033,gnis
356550545,created,07/15/2008,gnis
356550545,feature_id,2461510,gnis
356550545,state_id,53,gnis
356550545,name,Church of Neziah,regular
356550545,religion,christian,regular
356550554,amenity,place_of_worship,regular
356550554,ele,104,regular
356550554,county_id,033,gnis
356550554,created,07/15/2008,gnis
356550554,feature_id,2461519,gnis
356550554,state_id,53,gnis
356550554,name,Church on the Hill,regular
356550554,religion,christian,regular
356550586,amenity,place_of_worship,regular
356550586,ele,101,regular
356550586,county_id,033,gnis
356550586,created,07/15/2008,gnis
356550586,feature_id,2461636,gnis
356550586,state_id,53,gnis
356550586,name,German United Church of Christ,regular
356550586,religion,christian,regular
356550595,amenity,place_of_worship,regular
356550595,denomination,lutheran,regular
356550595,ele,100,regular
356550595,county_id,033,gnis
356550595,created,07/15/2008,gnis
356550595,feature_id,2461645,gnis
356550595,state_id,53,gnis
356550595,name,Good Shepherd Lutheran Church,regular
356550595,religion,christian,regular
356550828,amenity,place_of_worship,regular
356550828,ele,110,regular
356550828,county_id,033,gnis
356550828,created,07/15/2008,gnis
356550828,feature_id,2461813,gnis
356550828,state_id,53,gnis
356550828,name,Medhane-Alem Evangelical Church,regular
356550828,religion,christian,regular
356550832,amenity,place_of_worship,regular
356550832,ele,125,regular
356550832,county_id,033,gnis
356550832,created,07/15/2008,gnis
356550832,feature_id,2461816,gnis
356550832,state_id,53,gnis
356550832,name,Metropolitan Community Church,regular
356550832,religion,christian,regular
356551339,amenity,post_office,regular
356551339,ele,96,regular
356551339,county_id,033,gnis
356551339,created,07/15/2008,gnis
356551339,feature_id,2462216,gnis
356551339,state_id,53,gnis
356551339,name,East Union Post Office,regular
356551808,city,Seattle,addr
356551808,housenumber,101,addr
356551808,postcode,98102,addr
356551808,street,Broadway East,addr
356551808,entrance,yes,regular
356551808,source,King County GIS,regular
370539845,traffic_calming,island,regular
434965393,crossing,traffic_signals,regular
434965393,highway,crossing,regular
662742329,amenity,parking_entrance,regular
662742329,parking,multi-storey,regular
679179665,crossing,traffic_signals,regular
679179665,highway,crossing,regular
679179665,source,yahoo_wms,regular
799990428,crossing,uncontrolled,regular
799990428,highway,crossing,regular
799990433,crossing,uncontrolled,regular
799990433,highway,crossing,regular
799990436,crossing,uncontrolled,regular
799990436,highway,crossing,regular
799990445,crossing,uncontrolled,regular
799990445,highway,crossing,regular
799990451,crossing,traffic_signals,regular
799990451,highway,crossing,regular
799990459,amenity,parking_entrance,regular
799990459,parking,underground,regular
799990483,crossing,uncontrolled,regular
799990483,highway,crossing,regular
805593753,crossing,uncontrolled,regular
805593753,highway,crossing,regular
1127248835,city,Seattle,addr
1127248835,housenumber,916,addr
1127248835,postcode,98122,addr
1127248835,street,East Pike Street,addr
1127248835,amenity,bar,regular
1127248835,name,The Lobby Bar,regular
1127249885,city,Seattle,addr
1127249885,housenumber,913,addr
1127249885,postcode,98122,addr
1127249885,street,East Pike Street,addr
1127249885,amenity,restaurant,regular
1127249885,name,Via Tribunali,regular
1127249885,source,King County GIS,regular
1127249885,website,http://www.viatribunali.net/,regular
1194791180,city,Seattle,addr
1194791180,housenumber,925,addr
1194791180,postcode,98122,addr
1194791180,street,East Pike Street,addr
1194791180,amenity,nightclub,regular
1194791180,name,Neumos,regular
1194791180,source,King County GIS,regular
1194793097,city,Seattle,addr
1194793097,housenumber,922,addr
1194793097,postcode,98122,addr
1194793097,street,East Pike Street,addr
1194793097,amenity,bar,regular
1194793097,name,Comet Tavern,regular
1194793097,source,King County GIS,regular
1194793097,website,http://comettavern.com,regular
1194800768,city,Seattle,addr
1194800768,housenumber,1009,addr
1194800768,postcode,98122,addr
1194800768,state,WA,addr
1194800768,street,East Pike Street,addr
1194800768,amenity,restaurant,regular
1194800768,cuisine,pizza,regular
1194800768,name,Big Mario's Pizza,regular
1194800768,opening_hours,11:00-02:00,regular
1194800768,source,King County GIS,regular
1217650391,city,Seattle,addr
1217650391,housenumber,1538,addr
1217650391,postcode,98122,addr
1217650391,street,12th Avenue,addr
1217650391,amenity,cafe,regular
1217650391,cuisine,bagel,regular
1217650391,name,Eltana Bagels,regular
1217650391,website,http://eltana.com,regular
1237352093,city,Seattle,addr
1237352093,housenumber,1000,addr
1237352093,postcode,98122,addr
1237352093,street,East Pike Street,addr
1237352093,amenity,restaurant,regular
1237352093,cuisine,mexican,regular
1237352093,name,Poquitos,regular
1237352093,source,King County GIS,regular
1237352093,website,http://vivapoquitos.com,regular
1244813813,city,Seattle,addr
1244813813,housenumber,1515,addr
1244813813,postcode,98122,addr
1244813813,street,12th Avenue,addr
1244813813,amenity,theatre,regular
1244813813,name,Northwest Film Forum,regular
1250696405,city,Seattle,addr
1250696405,housename,Braeburn,addr
1250696405,housenumber,1408,addr
1250696405,postcode,98122,addr
1250696405,street,East Pine Street,addr
1250696405,amenity,bar,regular
1250696405,name,Poco Wine Room,regular
1250696405,smoking,no,regular
1250696405,website,http://www.pocowineandspirits.com/,regular
1250696405,wifi,free,regular
1269507401,city,Seattle,addr
1269507401,housenumber,1001,addr
1269507401,postcode,98122,addr
1269507401,street,East Pike Street,addr
1269507401,amenity,pub,regular
1269507401,name,Quinn's,regular
1269507401,source,King County GIS,regular
1269507401,website,http://www.quinnspubseattle.com/,regular
1292517342,postcode,98122,addr
1292517342,street,Broadway Avenue,addr
1292517342,amenity,pharmacy,regular
1292517342,name,Bartell Drugs,regular
1292517342,phone,206-726-3495,regular
1292517342,website,http://www.bartelldrugs.com/,regular
1292517342,wheelchair,yes,regular
1313765037,city,Seattle,addr
1313765037,housenumber,800,addr
1313765037,postcode,98122,addr
1313765037,street,12th Avenue,addr
1313765037,amenity,cafe,regular
1313765037,date,2016-06-11,checked_exists
1313765037,name,Starbucks,regular
1313765037,source,King County GIS;data.seattle.gov,regular
1328054593,city,Seattle,addr
1328054593,housenumber,812,addr
1328054593,postcode,98122,addr
1328054593,street,12th Avenue,addr
1328054593,amenity,fast_food,regular
1328054593,date,2016-06-11,checked_exists
1328054593,cuisine,thai,regular
1328054593,name,Panwa Thai,regular
1328054593,opening_hours,11:00-21:00,regular
1328054593,phone,+1-206-325-5828,regular
1328054593,source,King County GIS;data.seattle.gov,regular
1328054900,information,board,regular
1328054900,name,A Commitment to Sustainability,regular
1328054900,tourism,information,regular
1328076886,information,board,regular
1328076886,operator,Seattle University,regular
1328076886,tourism,information,regular
1328076886,wheelchair,yes,regular
1329182012,city,Seattle,addr
1329182012,housenumber,806,addr
1329182012,postcode,98122,addr
1329182012,street,12th Avenue,addr
1329182012,amenity,fast_food,regular
1329182012,date,2016-06-11,checked_exists
1329182012,cuisine,sandwich,regular
1329182012,name,Subway,regular
1329182012,source,King County GIS;data.seattle.gov,regular
1332014994,housenumber,1416,addr
1332014994,postcode,98122,addr
1332014994,street,East Olive Way,addr
1332014994,amenity,bar,regular
1332014994,cuisine,mexican,regular
1332014994,name,The Saint,regular
1332014994,website,http://www.thesaintsocialclub.com/,regular
1345929074,city,Seattle,addr
1345929074,housenumber,514,addr
1345929074,postcode,98122,addr
1345929074,street,East Howell Street,addr
1345929074,amenity,pub,regular
1345929074,name,Redwood,regular
1345929074,source,King County GIS,regular
1383737543,city,Seattle,addr
1383737543,housenumber,1005,addr
1383737543,postcode,98122,addr
1383737543,street,East Pike Street,addr
1383737543,amenity,cafe,regular
1383737543,name,Caffe Vita,regular
1383737543,source,King County GIS,regular
1383737543,website,http://www.caffevita.com,regular
1383955044,city,Seattle,addr
1383955044,housenumber,1521,addr
1383955044,postcode,98122,addr
1383955044,street,10th Avenue,addr
1383955044,name,Elliott Bay Book Company,regular
1383955044,opening_hours,Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 10:00-21:00,regular
1383955044,url,http://www.elliottbaybook.com/,opening_hours
1383955044,phone,(206) 624-6600,regular
1383955044,shop,books,regular
1383955044,website,http://www.elliottbaybook.com/,regular
1383955044,wheelchair,limited,regular
1387947219,city,Seattle,addr
1387947219,housenumber,1118,addr
1387947219,postcode,98122,addr
1387947219,street,East Pike Street,addr
1387947219,amenity,bar,regular
1387947219,name,Unicorn Bar,regular
1387947219,website,http://www.unicornseattle.com/,regular
1387947219,wheelchair,no,regular
1563323408,city,Seattle,addr
1563323408,housenumber,1525,addr
1563323408,postcode,98122,addr
1563323408,state,WA,addr
1563323408,street,10th Avenue,addr
1563323408,amenity,restaurant,regular
1563323408,cuisine,american,regular
1563323408,name,OddFellows Cafe,regular
1563323408,opening_hours,08:00-24:00,regular
1563323408,phone,+1-206-325-0807,regular
1563323408,website,http://oddfellowscafe.com,regular
1582217590,name,Capitol Hill,regular
1582217590,network,University Link,regular
1582217590,operator,Sound Transit,regular
1582217590,public_transport,stop_position,regular
1582217590,train,yes,regular
1582217618,construction,yes,regular
1582217618,name,University of Washington,regular
1582217618,network,University Link,regular
1582217618,operator,Sound Transit,regular
1582217618,public_transport,stop_position,regular
1582217618,source,bing,regular
1582217618,train,yes,regular
1687890262,city,Seattle,addr
1687890262,housenumber,1404,addr
1687890262,postcode,98122,addr
1687890262,street,East Pine Street,addr
1687890262,amenity,restaurant,regular
1687890262,cuisine,chinese,regular
1687890262,name,Regent Bakery and Café,regular
1687890262,website,http://regentbakeryandcafe.com,regular
1708755456,highway,turning_circle,regular
1710097713,traffic_calming,island,regular
1710099121,traffic_calming,island,regular
1722522713,city,Seattle,addr
1722522713,housenumber,321,addr
1722522713,postcode,98112,addr
1722522713,street,15th Avenue East,addr
1722522713,amenity,bank,regular
1722522713,atm,yes,regular
1722522713,name,KeyBank,regular
1722522713,source,King County GIS,regular
1722590486,amenity,bank,regular
1722590486,atm,yes,regular
1722590609,amenity,atm,regular
1724755562,dataset_id,KCGIS,gtfs
1724755562,stop_id,11550,gtfs
1724755562,highway,bus_stop,regular
1724755562,name,15th Ave & E Howell St,regular
1724755562,public_transport,platform,regular
1724755562,ref,11550,regular
1724755562,source,King County GIS,regular
1724755564,amenity,atm,regular
1724755565,amenity,bbq,regular
1724755575,amenity,bench,regular
1724755576,amenity,bbq,regular
1724755580,amenity,bench,regular
1724755581,amenity,bbq,regular
1724755583,amenity,bbq,regular
1724755584,dataset_id,KCGIS,gtfs
1724755584,stop_id,11460,gtfs
1724755584,highway,bus_stop,regular
1724755584,name,15th Ave & E Denny Way,regular
1724755584,public_transport,platform,regular
1724755584,ref,11460,regular
1724755584,shelter,no,regular
1724755584,source,King County GIS,regular
1724755585,city,Seattle,addr
1724755585,housenumber,115,addr
1724755585,postcode,98112,addr
1724755585,street,15th Avenue East,addr
1724755585,source,King County GIS,regular
1724756236,city,Seattle,addr
1724756236,housenumber,300,addr
1724756236,postcode,98112,addr
1724756236,street,15th Avenue East,addr
1724756236,name,4 Gift Seattle,regular
1724756236,opening_hours,Mo-Fr 08:30-18:00; Sa 09:00-12:00,regular
1724756236,shop,florist,regular
1724756236,source,King County GIS;data.seattle.gov,regular
1724756237,amenity,atm,regular
1724756239,amenity,atm,regular
1726088084,amenity,restaurant,regular
1726088084,cuisine,mexican,regular
1726088084,name,El Gallito,regular
1726088085,city,Seattle,addr
1726088085,housenumber,1221,addr
1726088085,postcode,98122,addr
1726088085,street,East Pike Street,addr
1726088085,amenity,pub,regular
1726088085,name,Elysian Brewing,regular
1726088085,phone,206-860-1920,regular
1726088085,website,www.elysianbrewing.com,regular
1726088085,wheelchair,yes,regular
1726088090,highway,crossing,regular
1726088109,address,1635 11th Ave,regular
1726088109,amenity,fountain,regular
1726088109,artist_name,Douglas Hollis,regular
1726088109,artwork_type,sculpture,regular
1726088109,date,11/1/05,regular
1726088109,description,"The Source element is approximately 35 feet in diameter, and 12’ high; water flows out of the top over granite cobbles. The center of the cone is offset, so that the north side is sloped more gently and the water flowing down the surface will be softer",regular
1726088109,location,Park - Cal Anderson Park,regular
1726088109,measurements,Source cone: 36 x 12'h; 10 flow diverters: each 5h x 4-7w x 6-11d,regular
1726088109,media,"Water, granite, metal",regular
1726088109,name,Water Works,regular
1726088109,project,LINCOLN RESERVOIR,regular
1726088109,sac_id,SPU05.053,regular
1726088109,tourism,artwork,regular
1726088141,dataset_id,KCGIS,gtfs
1726088141,stop_id,12353,gtfs
1726088141,highway,bus_stop,regular
1726088141,name,E Madison St & 19th Ave,regular
1726088141,public_transport,platform,regular
1726088141,ref,12353,regular
1726088141,source,King County GIS,regular
1726737130,housenumber,1121,addr
1726737130,street,East Pike Street,addr
1726737140,amenity,toilets,regular
1735589414,city,Seattle,addr
1735589414,housenumber,1520,addr
1735589414,postcode,98122,addr
1735589414,street,Broadway,addr
1735589414,amenity,fast_food,regular
1735589414,cuisine,indian,regular
1735589414,name,Moti Mahal Indian Cuisine,regular
1735589414,source,King County GIS,regular
1735704790,city,Seattle,addr
1735704790,housenumber,1417,addr
1735704790,postcode,98122,addr
1735704790,street,Broadway,addr
1735704790,amenity,fast_food,regular
1735704790,cuisine,mediterranean,regular
1735704790,name,Mediterranean Express,regular
1735895492,amenity,fuel,regular
1735895492,brand,Shell,regular
1735895492,biodiesel,no,fuel
1735895492,biogas,no,fuel
1735895492,cng,no,fuel
1735895492,diesel,no,fuel
1735895492,electricity,no,fuel
1735895492,GTL_diesel,no,fuel
1735895492,HGV_diesel,no,fuel
1735895492,octane_100,no,fuel
1735895492,octane_91,yes,fuel
1735895492,octane_95,no,fuel
1735895492,octane_98,no,fuel
1735895505,amenity,restaurant,regular
1735895505,cuisine,american,regular
1735895505,name,Skillet,regular
1735895510,man_made,tower,regular
1735895513,amenity,post_box,regular
1735895513,collection_times,Mo-Fr 12:30; Sa 13:30,regular
1735895513,operator,USPS,regular
1735895518,city,Seattle,addr
1735895518,housenumber,1531,addr
1735895518,postcode,98122,addr
1735895518,street,14th Avenue,addr
1735895518,amenity,restaurant,regular
1735895518,cuisine,italian,regular
1735895518,name,Cascina Spinasse,regular
1735895525,city,Seattle,addr
1735895525,housenumber,1550,addr
1735895525,postcode,98122,addr
1735895525,street,15th Avenue,addr
1735895525,amenity,restaurant,regular
1735895525,cuisine,italian,regular
1735895525,name,Anchovies and Olives,regular
1735895525,source,King County GIS;data.seattle.gov,regular
1735895525,website,http://ethanstowellrestaurants.com/anchoviesandolives/,regular
1735895556,name,Trader Joe's,regular
1735895556,opening_hours,Mo-Su 08:00-22:00,regular
1735895556,shop,supermarket,regular
1735895556,wheelchair,yes,regular
1735895560,city,Seattle,addr
1735895560,housenumber,1412,addr
1735895560,postcode,98122,addr
1735895560,street,East Union Street,addr
1735895560,amenity,restaurant,regular
1735895560,cuisine,regional,regular
1735895560,name,Marjorie,regular
1735895560,source,King County GIS;data.seattle.gov,regular
1735895560,website,http://www.marjorierestaurant.com/,regular
1735895574,city,Seattle,addr
1735895574,housenumber,1535,addr
1735895574,postcode,98122,addr
1735895574,street,14th Avenue,addr
1735895574,amenity,bar,regular
1735895574,cuisine,italian,regular
1735895574,name,Artusi,regular
1735895574,website,http://artusibar.com/,regular
1735895574,wheelchair,yes,regular
1748183301,power,tower,regular
1748183301,source,Bing,regular
1760554563,bus,yes,regular
1760554563,stop_id,13277,gtfs
1760554563,name,E Madison St & 13th Ave,regular
1760554563,public_transport,stop_position,regular
1760554563,ref,13277,regular
1766895957,housenumber,1411,addr
1766895957,street,21st Avenue,addr
1766895957,amenity,cinema,regular
1766895957,name,Central Cinema,regular
1766895957,website,www.central-cinema.com/,regular
1766985953,housenumber,2022,addr
1766985953,street,East Union Street,addr
1766985953,name,Mind & Body Pilates,regular
1766985953,website,http://www.seattlepilates.com,regular
1766985963,housenumber,2000,addr
1766985963,street,East Union Street,addr
1766985963,amenity,cafe,regular
1766985963,cuisine,coffee_shop,regular
1766985963,name,Katy's Corner Cafe,regular
1766985977,housenumber,1411,addr
1766985977,street,21st Avenue,addr
1766985977,amenity,cafe,regular
1766985977,name,Cafe Noir,regular
1769028096,amenity,bicycle_parking,regular
1769028096,attribution,"City of Seattle, Department of Transportation, Traffic Management, Bicycle Program",regular
1769028096,capacity,2,regular
1769028096,fee,no,regular
1769028096,note,E CHERRY ST 0230 BLOCK N SIDE (  31) 31 FT E/O 23RD AVE,regular
1769028096,operator,SDOT,regular
1769028096,bike_rack:condition,good,sdot
1769028096,bike_rack:facility,SGL,sdot
1769028096,bike_rack:id,BKR-1194,sdot
1769028096,bike_rack:type,BKR,sdot
1769028096,source,SDOT Bike Rack Import 2012,regular
1769028096,license,Public Domain,source
1769028096,url,http://www.seattle.gov/transportation/bikeprogram.htm,source
1769028099,amenity,bicycle_parking,regular
1769028099,attribution,"City of Seattle, Department of Transportation, Traffic Management, Bicycle Program",regular
1769028099,capacity,2,regular
1769028099,fee,no,regular
1769028099,note,E CHERRY ST 0120 BLOCK N SIDE ( 255) 45 FT W/O 13TH AVE,regular
1769028099,operator,SDOT,regular
1769028099,bike_rack:condition,good,sdot
1769028099,bike_rack:facility,SGL,sdot
1769028099,bike_rack:id,BKR-654,sdot
1769028099,bike_rack:type,BKR,sdot
1769028099,source,SDOT Bike Rack Import 2012,regular
1769028099,license,Public Domain,source
1769028099,url,http://www.seattle.gov/transportation/bikeprogram.htm,source
1769028099,start_date,2007-12-20,regular
1769028103,amenity,bicycle_parking,regular
1769028103,attribution,"City of Seattle, Department of Transportation, Traffic Management, Bicycle Program",regular
1769028103,capacity,2,regular
1769028103,fee,no,regular
1769028103,note,TERRY AVE 0090 BLOCK SW SIDE ( 50) 50 FT NW/O MARION ST,regular
1769028103,operator,SDOT,regular
1769028103,bike_rack:condition,good,sdot
1769028103,bike_rack:facility,SGL,sdot
1769028103,bike_rack:id,BKR-1426,sdot
1769028103,bike_rack:type,BKR,sdot
1769028103,source,SDOT Bike Rack Import 2012,regular
1769028103,license,Public Domain,source
1769028103,url,http://www.seattle.gov/transportation/bikeprogram.htm,source
1769028110,amenity,bicycle_parking,regular
1769028110,attribution,"City of Seattle, Department of Transportation, Traffic Management, Bicycle Program",regular
1769028110,capacity,2,regular
1769028110,fee,no,regular
1769028110,note,TERRY AVE 0090 BLOCK SW SIDE ( 194) 86 FT SE/O MADISON ST,regular
1769028110,operator,SDOT,regular
1769028110,bike_rack:condition,good,sdot
1769028110,bike_rack:facility,SGL,sdot
1769028110,bike_rack:id,BKR-1870,sdot
1769028110,bike_rack:type,BKR,sdot
1769028110,source,SDOT Bike Rack Import 2012,regular
1769028110,license,Public Domain,source
1769028110,url,http://www.seattle.gov/transportation/bikeprogram.htm,source
1769028110,start_date,2008-03-17,regular
1769028116,amenity,bicycle_parking,regular
